Overall Qual,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Transformed Mas Vnr Area,Transformed Lot Area,Transformed 1st Flr SF,Transformed Gr Liv Area,Transformed Pool Area,Neighborhood_Gilbert,Neighborhood_GrnHill,Neighborhood_NWAmes,Neighborhood_NridgHt,Neighborhood_StoneBr,Neighborhood_Veenker,Roof Matl_ClyTile,Roof Matl_CompShg,Roof Matl_Tar&Grv,Roof Matl_WdShngl,Mas Vnr Type_None,Garage Type_2Types,Garage Type_None,Misc Feature_Elev,Kitchen Qual_encoded,Pool QC_encoded,Bsmt Exposure_encoded,Functional_encoded,Has Garage
5,2,0,4,1,7,0,2,0.0,9.29,6.52,7.21,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
4,1,0,2,1,6,0,1,0.0,9.01,6.58,6.95,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,2,1,5,0,1,0.0,9.11,6.68,6.68,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
5,1,0,3,1,6,0,1,0.0,9.23,6.98,6.98,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,1,7,1
4,2,0,3,1,8,1,2,0.0,9.25,7.18,7.77,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,5,1
7,2,0,4,1,5,0,2,0.0,8.88,6.84,7.43,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
2,1,0,2,1,4,0,0,0.0,8.59,6.4,6.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,1,7,0
4,1,0,2,1,6,0,1,0.0,8.59,6.73,7.23,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,2,1,4,0,2,0.0,9.29,6.74,6.74,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
3,1,1,1,1,4,0,1,0.0,9.29,6.59,6.59,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,2,2,6,2,12,0,3,6.18,9.18,7.13,7.84,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,1,1,3,1,6,0,1,5.69,9.22,7.23,7.23,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,1,0,3,1,6,1,2,0.0,9.35,6.95,6.95,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,6,1
5,2,2,6,2,12,0,4,5.91,9.36,7.2,7.88,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,1,0,2,1,6,0,2,0.0,8.99,6.86,6.86,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,2,7,1
6,1,0,3,1,5,0,1,4.97,9.25,7.01,7.01,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
5,1,0,2,1,5,0,1,0.0,9.07,7.18,7.18,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,7,1
6,2,0,3,1,6,2,2,3.43,9.78,7.3,7.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,1,0,2,1,5,1,1,4.42,9.11,7.04,7.04,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,7,1
5,1,0,3,1,6,1,1,0.0,9.4,6.94,7.15,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
3,2,0,2,2,6,0,2,0.0,9.05,6.95,6.95,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,7,1
6,1,0,3,1,5,0,2,0.0,9.0,6.64,7.03,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
4,2,0,2,2,6,0,2,0.0,8.88,6.95,6.95,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,7,1
5,1,1,3,1,7,0,1,0.0,8.88,7.04,7.55,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,6,1
5,1,0,3,1,6,0,1,0.0,8.9,6.95,6.95,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,6,0,1,0.0,8.93,7.2,7.2,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,6,1
5,1,0,2,1,4,0,1,0.0,8.88,6.6,6.6,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,6,0,1,0.0,8.99,7.08,7.08,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
5,1,0,3,1,6,0,1,0.0,8.98,7.05,7.05,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,2,0,4,1,6,0,1,0.0,9.29,6.73,7.29,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,3,1,6,0,2,0.0,9.0,6.97,7.31,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,1,4,1,8,0,2,6.04,8.93,6.9,7.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
5,1,0,2,1,4,0,2,4.83,9.06,6.85,6.85,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
6,1,0,3,1,6,1,1,0.0,8.98,6.95,6.95,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,2,1,5,0,1,0.0,8.79,6.8,6.8,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,3,1,5,0,1,0.0,8.28,6.71,7.11,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,1,2,1,5,0,2,0.0,9.25,6.53,7.12,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,3,1,6,0,1,0.0,8.31,6.76,7.23,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,0,4,2,12,0,2,0.0,9.24,6.88,7.57,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,7,1
5,1,1,3,1,5,0,1,0.0,8.65,6.52,7.03,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,1,3,1,6,0,2,0.0,9.66,6.7,7.18,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
5,2,0,3,1,7,0,0,0.0,9.2,6.64,7.29,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
5,1,1,3,1,7,1,2,0.0,8.77,6.77,7.35,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,2,0,4,2,11,0,1,0.0,8.79,7.23,7.77,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,5,1
4,2,0,4,2,8,0,0,0.0,8.94,7.0,7.44,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,7,0
5,2,0,4,2,10,0,2,5.89,8.94,6.87,7.58,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
7,1,1,3,1,6,2,1,0.0,8.13,6.56,7.24,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,6,0,0,0.0,9.22,6.69,7.28,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
4,1,0,2,1,4,0,2,0.0,8.7,6.84,6.84,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,5,1
5,1,1,3,1,6,0,1,0.0,8.7,6.65,7.19,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,2,0,3,2,7,0,1,0.0,8.7,6.7,7.24,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
4,1,0,2,1,5,0,2,0.0,8.91,6.76,6.76,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
2,1,0,1,1,4,0,1,0.0,8.69,6.42,6.42,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,7,1
3,1,0,2,1,6,0,0,0.0,8.69,6.4,6.88,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
5,1,0,2,1,4,0,1,0.0,8.66,6.79,6.79,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,2,1,5,0,1,0.0,9.05,6.68,6.68,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,2,0,2,3,8,0,0,0.0,8.4,6.6,7.28,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
4,2,0,3,1,7,0,2,0.0,9.17,6.73,7.32,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
5,1,1,2,1,5,0,1,0.0,8.16,6.58,7.16,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,2,0,2,3,11,0,2,0.0,9.0,6.98,7.67,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
7,1,1,4,1,8,1,4,0.0,9.37,7.19,7.88,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,0,3,1,8,0,1,0.0,9.04,6.99,7.6,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,2,7,1
6,1,0,3,1,5,1,1,0.0,8.19,6.5,7.16,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,1,7,1
8,1,1,4,1,8,1,2,0.0,9.78,6.82,7.46,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
4,1,0,2,1,5,1,0,0.0,8.1,6.71,6.71,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
7,1,0,3,1,7,0,2,0.0,9.11,6.73,7.3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,2,1,4,0,1,0.0,8.88,6.93,6.93,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,2,1
5,1,0,2,1,7,0,2,0.0,9.08,7.08,7.53,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,3,1,6,0,1,0.0,8.59,6.95,7.3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,4,1,8,0,3,0.0,9.18,6.66,7.33,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
4,1,0,2,1,4,0,0,0.0,8.97,6.58,6.58,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
3,1,0,2,1,5,0,0,0.0,9.15,6.68,6.68,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
5,1,1,3,1,6,1,2,0.0,9.97,6.98,7.36,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,4,7,1
6,1,0,3,1,6,1,1,0.0,8.8,7.27,7.27,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,3,1,5,0,2,0.0,8.89,6.86,7.35,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,1,7,1
5,2,0,3,1,7,1,1,0.0,8.51,6.91,7.41,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,2,1,4,1,1,0.0,9.09,6.86,6.86,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,7,1
4,1,0,3,1,6,0,1,0.0,8.7,6.63,7.19,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,2,1,4,0,2,0.0,8.7,6.67,7.07,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,5,1,1,0.0,8.7,6.79,7.21,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,4,1,6,1,1,0.0,8.7,6.72,7.25,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,6,0,1,6.1,8.7,6.71,7.04,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
6,1,0,2,1,4,0,1,0.0,8.7,6.81,6.81,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,2,1,5,0,2,0.0,8.84,7.17,7.17,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,6,1
5,1,1,3,1,5,0,2,0.0,8.72,6.97,7.34,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,1,0,3,1,6,0,1,0.0,8.72,6.9,7.36,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
2,1,0,1,1,4,1,0,0.0,8.72,6.69,6.69,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,3,0
5,1,0,2,1,5,0,1,0.0,8.72,6.78,6.78,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,2,1,5,0,1,0.0,8.72,6.9,6.9,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,2,0,3,1,6,1,1,0.0,8.72,6.9,7.37,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,2,1,5,0,5,0.0,9.06,6.98,6.98,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,2,0,5,1,10,0,2,0.0,9.38,7.28,7.67,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,1,0,3,1,8,0,2,0.0,9.34,7.04,7.61,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,2,0,3,1,8,0,2,0.0,9.0,6.96,7.48,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
7,1,1,4,1,7,1,1,0.0,7.82,6.82,7.51,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,1,5,1
7,2,0,3,1,8,0,1,0.0,9.2,7.15,7.57,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,5,1
6,1,0,5,1,8,0,0,0.0,8.62,6.84,7.71,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,7,0
5,2,0,4,2,11,0,0,0.0,8.01,6.99,7.66,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1,1,0
6,2,0,4,1,8,0,1,0.0,8.84,7.04,7.57,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,1,0,2,1,5,0,2,0.0,8.74,6.74,7.1,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,3,1,7,0,1,0.0,8.66,6.61,7.26,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,6,1,9,0,0,5.24,8.67,6.89,7.53,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,7,0
6,1,0,3,1,4,0,1,0.0,8.55,7.09,7.42,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,1,0,1,1,5,0,0,0.0,8.55,6.79,6.79,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,3,5,0
6,1,1,3,1,7,0,1,0.0,9.24,6.63,7.25,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,1,0,2,1,4,0,1,0.0,8.36,6.56,6.56,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,7,1
5,3,0,3,1,5,0,0,0.0,9.29,7.09,7.09,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,4,7,0
5,3,0,3,1,5,0,0,0.0,9.29,7.09,7.09,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,4,7,0
5,2,0,2,2,6,0,1,0.0,9.26,7.05,7.05,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,4,7,1
1,0,1,1,1,4,0,0,0.0,9.21,6.81,6.81,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,4,3,0
6,2,0,3,1,6,0,1,0.0,8.8,6.55,7.22,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,2,0,4,1,6,0,1,0.0,9.19,6.53,7.01,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,2,0,3,1,6,1,2,0.0,9.46,7.29,7.29,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,5,1
5,1,0,3,1,5,0,2,0.0,9.08,7.02,7.02,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,2,1,3,1,7,1,2,4.53,9.32,6.82,7.43,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
5,1,1,3,1,6,1,1,5.15,9.36,6.96,6.96,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
5,1,0,3,1,5,0,1,4.5,8.96,6.8,6.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
6,1,0,3,1,5,1,2,3.18,8.99,6.94,6.94,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,7,1
5,1,0,2,1,5,0,2,0.0,8.89,6.76,6.76,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
5,1,0,2,1,4,0,2,0.0,9.08,6.76,6.76,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,7,1
5,1,0,3,1,6,1,1,4.76,9.36,7.0,7.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
5,2,0,4,1,8,1,1,0.0,9.64,6.81,7.48,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,1,0,3,1,6,1,2,4.01,9.64,7.04,7.04,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,7,1
5,1,1,4,1,9,1,1,5.91,9.65,7.64,7.64,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,7,1
2,1,0,2,1,5,0,0,0.0,9.11,6.49,6.49,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,5,0
4,1,0,5,1,8,2,1,0.0,9.33,7.01,7.49,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,5,1
5,1,0,1,1,5,2,1,0.0,10.13,7.3,7.3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,4,7,1
4,1,0,3,1,6,0,1,0.0,9.75,7.11,7.11,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,1,0,1,1,4,0,2,0.0,9.42,6.76,6.76,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,2,1,7,3,1,0.0,9.28,7.53,7.53,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
3,2,0,4,1,8,1,2,0.0,9.52,7.46,7.46,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,5,1
4,1,0,2,1,6,0,2,0.0,9.66,7.23,7.23,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,4,1
6,1,0,3,1,7,1,2,0.0,9.2,7.43,7.43,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,2,1,5,0,1,0.0,9.17,6.98,6.98,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,5,0,1,0.0,9.17,7.15,7.15,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,4,1
6,1,1,3,1,6,1,1,0.0,9.14,6.79,7.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
4,1,0,2,1,4,0,1,0.0,9.14,6.51,6.51,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
5,1,0,3,1,5,1,1,0.0,8.91,6.99,6.99,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
4,1,0,3,1,5,0,1,0.0,9.35,6.74,6.74,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,7,1
5,2,0,2,1,5,0,1,5.01,8.35,6.96,6.96,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
5,1,1,3,1,8,1,1,0.0,9.34,7.05,7.45,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,5,1
6,1,0,2,1,6,0,1,0.0,9.11,6.55,7.14,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,7,1
4,1,0,4,1,7,1,1,0.0,9.11,6.63,7.32,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,7,1
7,1,1,1,1,4,0,2,0.0,9.29,6.97,6.97,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
6,1,1,2,1,5,1,2,4.62,9.87,7.2,7.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,5,1
8,1,1,1,1,5,1,2,0.0,9.42,7.31,7.67,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,4,5,1
7,2,0,3,1,7,1,3,5.46,9.59,7.69,7.69,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,7,1
7,2,1,3,1,7,1,2,4.93,9.14,6.91,7.48,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,1,3,1,8,1,2,0.0,9.26,6.98,7.54,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
8,2,1,3,1,8,1,2,0.0,9.19,7.04,7.61,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
5,1,0,4,1,7,1,2,0.0,10.18,7.16,7.61,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,4,1
5,2,0,4,2,8,0,2,0.0,8.86,7.34,7.34,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,7,1
5,0,2,2,2,6,2,2,5.62,8.86,7.11,7.11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,7,1
5,2,0,6,2,8,0,2,0.0,8.86,7.02,7.71,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,7,1
5,2,0,4,2,8,0,2,0.0,8.86,7.34,7.34,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,7,1
5,2,0,4,2,8,0,2,0.0,8.86,7.34,7.34,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,7,1
5,2,0,6,2,12,0,2,0.0,8.86,7.02,7.71,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,7,1
5,0,2,2,2,6,2,2,5.38,8.86,7.11,7.11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
5,2,0,4,2,8,0,2,0.0,8.85,7.32,7.32,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,7,1
7,4,2,6,2,8,2,4,3.18,9.38,7.06,7.93,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
7,4,2,6,2,8,2,4,3.18,8.98,7.06,7.93,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
7,4,2,6,2,8,2,4,3.18,8.98,7.06,7.93,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,1
9,1,1,1,1,8,1,3,5.49,9.3,7.43,7.43,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,7,1
8,2,0,3,1,7,1,3,5.82,9.27,7.45,7.45,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
8,2,0,3,1,8,1,3,5.6,9.23,7.4,7.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,7,1
9,2,0,3,1,8,1,3,5.9,9.29,7.45,7.45,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,7,1
8,2,0,3,1,6,1,3,0.0,9.12,7.29,7.29,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
8,2,1,3,1,7,0,2,0.0,9.28,6.77,7.48,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
8,2,0,3,1,7,2,2,5.87,9.34,7.52,7.52,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
9,2,0,2,1,7,0,2,0.0,9.39,7.5,7.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,1,7,1
7,2,1,3,1,8,1,2,5.2,9.08,7.38,7.38,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,7,1
7,2,0,2,1,6,1,2,0.0,8.82,7.16,7.16,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
8,2,0,2,1,5,0,3,4.95,9.24,7.13,7.13,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
7,2,0,2,1,6,0,2,4.42,8.9,7.12,7.12,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,7,1
8,2,0,3,1,7,1,3,4.34,9.36,7.31,7.31,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
6,2,1,3,1,7,1,2,0.0,9.36,6.56,7.26,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
7,2,0,2,1,5,1,2,4.98,9.46,7.41,7.41,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,7,1
7,2,1,3,1,7,1,2,0.0,9.72,6.85,7.47,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
5,2,1,3,1,7,0,2,0.0,10.26,7.06,7.66,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,4,5,1
5,1,0,3,1,6,0,2,0.0,9.43,6.95,6.95,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
5,1,0,3,1,5,0,1,0.0,9.19,6.9,6.9,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,7,1
6,2,1,3,1,7,0,2,0.0,9.64,6.83,7.48,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,1,7,1
7,2,1,3,1,6,1,2,0.0,9.28,6.72,7.42,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,3,7,1
7,2,0,3,1,5,0,2,0.0,9.6,7.29,7.29,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,7,1
