Overall Qual,Overall Cond,Bsmt Full Bath,Full Bath,Kitchen AbvGr,Transformed Lot Area,Transformed 1st Flr SF,Transformed Gr Liv Area,MS SubClass_85,MS SubClass_180,MS Zoning_FV,Land Contour_Bnk,Neighborhood_Edwards,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_StoneBr,Condition 2_Artery,Condition 2_PosN,House Style_2.5Unf,Roof Style_Flat,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 2nd_PreCast,Foundation_CBlock,Central Air_Y,Sale Condition_Family,Bsmt Qual_encoded,Kitchen Qual_encoded,Fireplace Qu_encoded,Garage Cond_encoded,Paved Drive_encoded
5,5,1,1,1,8.98,7.05,7.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
4,7,0,2,1,9.29,6.73,7.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,7,0,1,1,9.0,6.97,7.31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,5,0,1,1,8.93,6.9,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,7,1,1,1,9.06,6.85,6.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,3,2
6,6,1,1,1,8.98,6.95,6.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,2,3,2
5,5,0,1,1,8.79,6.8,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,3,2
6,8,0,1,1,8.28,6.71,7.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,0
5,6,0,1,1,9.25,6.53,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
6,8,0,1,1,8.31,6.76,7.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,2,1
6,5,1,2,2,9.24,6.88,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,3,0
5,6,0,1,1,8.65,6.52,7.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,8,0,1,1,9.66,6.7,7.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,0,3,0
5,8,0,2,1,9.2,6.64,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0
5,6,0,1,1,8.77,6.77,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,3,2
5,4,0,2,2,8.79,7.23,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,2
4,6,0,2,2,8.94,7.0,7.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
5,5,0,2,2,8.94,6.87,7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,0
7,8,0,1,1,8.13,6.56,7.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,3,1
5,5,0,1,1,9.22,6.69,7.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
4,4,0,1,1,8.7,6.84,6.84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,3,2
5,7,0,1,1,8.7,6.65,7.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,4,0,2,2,8.7,6.7,7.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,0,3,2
4,6,0,1,1,8.91,6.76,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,3,0
2,4,0,1,1,8.69,6.42,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
3,6,0,1,1,8.69,6.4,6.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2
5,8,0,1,1,8.66,6.79,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,3,2
5,8,0,1,1,9.05,6.68,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,3,2
4,5,0,2,3,8.4,6.6,7.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0
4,4,0,2,1,9.17,6.73,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,3,0
5,7,0,1,1,8.16,6.58,7.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,5,0,2,3,9.0,6.98,7.67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,1,0
7,7,0,1,1,9.37,7.19,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0
6,7,0,2,1,9.04,6.99,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,3,2
6,7,1,1,1,8.19,6.5,7.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,4,3,0
8,9,0,1,1,9.78,6.82,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,3,1
4,3,0,1,1,8.1,6.71,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,0,0
7,9,0,1,1,9.11,6.73,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
5,4,1,1,1,8.88,6.93,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,2
5,6,0,1,1,9.08,7.08,7.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
6,6,0,1,1,8.59,6.95,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,3,2
6,7,0,1,1,9.18,6.66,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,3,2
4,5,0,1,1,8.97,6.58,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0
3,3,0,1,1,9.15,6.68,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0
5,6,2,1,1,9.97,6.98,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,3,3,2
6,6,0,1,1,8.8,7.27,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,2
7,7,0,2,1,8.89,6.86,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,2
5,7,0,2,1,8.51,6.91,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,3,0
6,6,0,1,1,9.09,6.86,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,1
4,6,0,1,1,8.7,6.63,7.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
6,9,0,1,1,8.7,6.67,7.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,0
5,8,1,1,1,8.7,6.79,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,3,0
6,6,0,1,1,8.7,6.72,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,3,2
5,5,0,1,1,8.7,6.71,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
6,7,0,1,1,8.7,6.81,6.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
5,5,0,1,1,8.84,7.17,7.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,3,2
5,6,0,1,1,8.72,6.97,7.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
4,7,0,1,1,8.72,6.9,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,3,2
2,3,0,1,1,8.72,6.69,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0
5,7,1,1,1,8.72,6.78,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
5,6,0,1,1,8.72,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
5,6,0,2,1,8.72,6.9,7.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,3,2
5,5,1,1,1,9.06,6.98,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,1
6,6,0,2,1,9.38,7.28,7.67,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,3,2
7,8,0,1,1,9.34,7.04,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,2
6,6,0,2,1,9.0,6.96,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,2,2
7,8,1,1,1,7.82,6.82,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,4,2,2
7,8,0,2,1,9.2,7.15,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,0
6,6,0,1,1,8.62,6.84,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,2
5,1,0,2,2,8.01,6.99,7.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2
6,5,1,2,1,8.84,7.04,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
4,5,0,1,1,8.74,6.74,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,7,0,1,1,8.66,6.61,7.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,3,2
7,5,0,2,1,8.67,6.89,7.53,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0
6,6,0,1,1,8.55,7.09,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
4,6,1,1,1,8.55,6.79,6.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0
6,7,1,1,1,9.24,6.63,7.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
4,9,0,1,1,8.36,6.56,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,3,2
5,5,3,3,1,9.29,7.09,7.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,2
5,5,3,3,1,9.29,7.09,7.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,2
5,5,2,2,2,9.26,7.05,7.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,2,0
1,1,1,0,1,9.21,6.81,6.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2
6,6,1,2,1,8.8,6.55,7.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,2
5,3,1,2,1,9.19,6.53,7.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0
5,6,0,2,1,9.46,7.29,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
5,6,1,1,1,9.08,7.02,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
6,5,0,2,1,9.32,6.82,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
5,6,0,1,1,9.36,6.96,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,3,2
5,7,0,1,1,8.96,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,3,2
6,5,0,1,1,8.99,6.94,6.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,2,3,2
5,5,1,1,1,8.89,6.76,6.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
5,6,1,1,1,9.08,6.76,6.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,5,0,1,1,9.36,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,3,2
5,5,0,2,1,9.64,6.81,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
6,5,0,1,1,9.64,7.04,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
5,5,0,1,1,9.65,7.64,7.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
2,2,0,1,1,9.11,6.49,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4,5,1,1,1,9.33,7.01,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,2
5,8,2,1,1,10.13,7.3,7.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,5,4,3,2
4,6,0,1,1,9.75,7.11,7.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
4,5,0,1,1,9.42,6.76,6.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,5,1,1,1,9.28,7.53,7.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,3,2
3,5,0,2,1,9.52,7.46,7.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,3,2
4,5,0,1,1,9.66,7.23,7.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,2
6,5,0,1,1,9.2,7.43,7.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,3,2
5,5,1,1,1,9.17,6.98,6.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,3,0,1,1,9.17,7.15,7.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
6,7,0,1,1,9.14,6.79,7.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,4,3,2
4,6,1,1,1,9.14,6.51,6.51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,0
5,6,1,1,1,8.91,6.99,6.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,4,3,1
4,3,0,1,1,9.35,6.74,6.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
5,5,1,2,1,8.35,6.96,6.96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,3,2
5,4,0,1,1,9.34,7.05,7.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,3,2
6,5,0,1,1,9.11,6.55,7.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,1
4,5,1,1,1,9.11,6.63,7.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,1,1
7,6,1,1,1,9.29,6.97,6.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
6,5,0,1,1,9.87,7.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,1,3,2
8,8,1,1,1,9.42,7.31,7.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,4,3,2
7,7,0,2,1,9.59,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,3,3,2
7,5,1,2,1,9.14,6.91,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
7,5,1,2,1,9.26,6.98,7.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
8,5,0,2,1,9.19,7.04,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
5,7,0,1,1,10.18,7.16,7.61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,1
5,5,0,2,2,8.86,7.34,7.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,2
5,5,2,0,2,8.86,7.11,7.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,3,3,2
5,5,0,2,2,8.86,7.02,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,2
5,5,0,2,2,8.86,7.34,7.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,2
5,5,0,2,2,8.86,7.34,7.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,2
5,5,0,2,2,8.86,7.02,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,2
5,5,2,0,2,8.86,7.11,7.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,3,3,2
5,5,0,2,2,8.85,7.32,7.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,2
7,5,2,4,2,9.38,7.06,7.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,3,3,2
7,5,2,4,2,8.98,7.06,7.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,3,3,2
7,5,2,4,2,8.98,7.06,7.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,3,3,2
9,5,1,1,1,9.3,7.43,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
8,5,1,2,1,9.27,7.45,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
8,5,1,2,1,9.23,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
9,5,1,2,1,9.29,7.45,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,3,2
8,5,0,2,1,9.12,7.29,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,0,2,1,9.28,6.77,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
8,5,1,2,1,9.34,7.52,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
9,5,0,2,1,9.39,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,3,2
7,5,1,2,1,9.08,7.38,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
7,5,1,2,1,8.82,7.16,7.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,1,2,1,9.24,7.13,7.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,1,2,1,8.9,7.12,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
8,5,0,2,1,9.36,7.31,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
6,5,0,2,1,9.36,6.56,7.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
7,5,1,2,1,9.46,7.41,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
7,5,1,2,1,9.72,6.85,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
5,5,0,2,1,10.26,7.06,7.66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,0,3,2
5,5,1,1,1,9.43,6.95,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
5,7,1,1,1,9.19,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,3,2
6,5,1,2,1,9.64,6.83,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,6,1,2,1,9.28,6.72,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
7,5,1,2,1,9.6,7.29,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
5,5,0,1,1,9.29,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
5,5,1,1,1,9.0,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
7,5,0,2,1,9.25,6.77,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,1,2,1,9.24,7.31,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,1,2,1,9.11,7.27,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
6,5,1,2,1,9.08,6.83,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,2
7,5,0,2,1,9.1,6.72,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,1,2,1,9.19,7.36,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,1,2,1,9.43,6.85,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,0,2,1,9.7,7.27,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,1,2,1,9.28,7.28,7.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,0,2,1,9.32,7.31,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,3,3,2
5,5,0,2,1,9.04,6.95,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,2
5,5,0,1,1,9.7,6.81,6.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,3,2
5,7,1,1,1,8.85,6.82,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,7,0,2,1,9.08,6.95,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,3,2
5,8,1,1,1,8.85,6.76,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,7,0,1,1,9.14,7.15,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,3,2
5,6,1,1,1,9.65,6.76,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,2,3,2
5,5,0,1,1,8.88,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,3,2
5,8,0,1,1,8.88,6.65,6.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
5,7,1,1,1,9.04,6.65,6.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,3,2
7,5,1,2,1,9.36,7.39,7.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
8,5,0,2,1,9.42,6.97,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
8,5,0,2,1,9.38,7.49,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,3,3,2
8,5,1,2,1,9.38,7.17,7.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,3,3,2
9,5,1,2,1,9.31,7.3,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,3,2
7,5,0,2,1,9.08,6.73,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,0,2,1,9.33,6.85,7.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
8,5,1,2,1,9.66,7.32,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
7,5,1,2,1,9.38,7.32,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
8,5,1,2,1,9.46,7.51,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,4,3,2
7,5,1,2,1,9.08,7.26,7.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
7,5,1,2,1,9.15,6.96,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,0,2,1,9.08,6.81,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
7,5,0,2,1,9.12,7.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,0,2,1,9.19,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,2
6,5,1,1,1,8.4,6.74,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
6,5,1,1,1,8.4,6.74,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
8,5,1,2,1,9.23,7.38,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
7,5,0,2,1,9.14,6.76,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
7,5,0,2,1,9.05,7.31,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
6,5,1,2,1,9.06,6.61,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,2
6,5,0,2,1,9.31,6.41,7.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,2
