Overall Qual,Overall Cond,Bsmt Full Bath,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Sold Age,Transformed Lot Frontage,Transformed Mas Vnr Area,Transformed BsmtFin SF 1,Transformed Lot Area,Transformed 1st Flr SF,Transformed 2nd Flr SF,Transformed Gr Liv Area,Transformed Screen Porch,MS SubClass_20,MS SubClass_30,MS SubClass_60,MS SubClass_75,MS Zoning_FV,Alley_None,Lot Shape_IR2,Land Contour_HLS,Lot Config_CulDSac,Lot Config_Inside,Land Slope_Mod,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_GrnHill,Neighborhood_NPkVill,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_Somerst,Neighborhood_StoneBr,Condition 1_Norm,Condition 1_PosN,Bldg Type_1Fam,House Style_1Story,Roof Style_Hip,Roof Matl_WdShngl,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 2nd_MetalSd,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_Slab,Central Air_N,Garage Type_BuiltIn,Sale Condition_Partial,Exter Qual_encoded,Bsmt Qual_encoded,Heating QC_encoded,Kitchen Qual_encoded,Pool QC_encoded,Bsmt Exposure_encoded,BsmtFin Type 1_encoded,Functional_encoded,Garage Finish_encoded,Fence_encoded
4,6,0,1,0,4,0,2,16,4.26,0.0,6.26,9.26,6.76,0.0,6.76,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,0,1,5,7,1,0
4,7,0,1,0,5,0,2,16,4.11,0.0,5.48,9.11,6.76,0.0,6.76,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,0,1,5,7,1,2
6,5,1,1,1,5,0,1,16,3.09,6.22,5.54,7.43,6.18,6.22,6.9,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,4,7,1,0
5,6,0,1,1,7,0,2,16,3.22,5.75,6.64,7.77,6.64,6.4,7.22,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,2,6,1,0
5,5,0,2,1,6,0,1,16,3.09,4.96,0.0,7.43,6.45,6.51,7.17,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,1,7,1,0
6,6,1,1,1,5,0,1,16,3.09,6.05,4.71,7.43,6.18,6.22,6.9,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,3,7,1,0
6,8,0,1,1,5,0,1,16,3.09,6.24,5.09,7.43,6.18,6.22,6.9,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,1,5,7,1,0
5,7,0,2,1,6,0,1,16,3.09,5.59,5.45,7.43,6.45,6.51,7.17,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,0,1,5,7,1,0
6,6,0,2,0,5,0,2,16,3.22,0.0,6.87,8.5,6.87,0.0,6.87,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,0,1,2,7,2,0
6,5,0,2,1,7,1,2,16,3.22,0.0,5.73,7.74,6.69,6.61,7.35,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,0,1,5,7,2,0
6,6,0,2,1,7,1,2,16,3.22,0.0,6.34,7.73,6.75,6.4,7.28,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,0,1,5,7,1,0
7,5,0,2,0,4,1,2,16,3.22,0.0,6.08,7.73,6.96,0.0,6.96,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,0,1,5,7,2,0
6,5,0,2,1,6,1,2,16,3.22,0.0,5.55,7.74,6.75,6.15,7.19,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,5,7,1,0
6,5,0,2,1,6,1,2,16,3.22,0.0,5.97,7.76,6.75,6.4,7.28,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,0,1,5,7,1,0
6,5,0,2,1,7,1,2,16,3.22,0.0,5.77,7.77,6.69,6.61,7.35,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,0,1,5,7,1,0
6,6,0,2,1,7,1,2,16,3.22,0.0,5.74,7.74,6.75,6.38,7.27,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,5,7,1,0
6,5,0,2,1,6,1,2,16,3.22,0.0,5.63,7.77,6.75,6.4,7.28,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,3,3,0,1,5,7,3,0
7,6,0,1,0,5,0,1,16,3.22,0.0,6.29,7.65,6.73,0.0,6.73,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,1,5,7,1,0
5,5,0,1,0,5,0,1,16,4.19,4.11,6.07,8.88,6.79,0.0,6.79,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,1,4,7,2,2
5,7,0,1,0,5,1,2,16,4.29,5.11,6.47,9.28,7.02,0.0,7.02,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,1,4,7,2,0
10,5,1,2,0,7,1,3,16,4.57,5.44,7.07,9.43,7.45,0.0,7.45,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,5,5,5,5,0,4,6,7,3,0
9,5,1,3,1,10,3,3,16,4.71,6.59,7.22,9.57,7.49,6.89,7.93,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,5,5,5,5,0,1,6,7,3,0
9,5,0,3,1,11,2,3,16,4.65,6.76,0.0,9.51,7.58,7.07,8.05,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,5,5,5,5,0,1,1,7,3,0
10,5,1,2,0,10,2,3,16,4.66,5.3,7.48,9.64,7.78,0.0,7.78,5.14,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,5,5,5,0,4,6,7,3,0
9,5,1,2,0,6,2,2,16,4.69,5.71,7.36,9.49,7.41,0.0,7.41,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,5,5,5,0,1,6,7,3,0
8,5,0,2,0,7,1,3,16,4.71,6.46,0.0,9.56,7.38,0.0,7.38,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,1,1,7,2,0
8,5,0,2,1,8,1,3,16,4.6,5.73,0.0,9.45,7.62,0.0,7.62,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5,5,5,5,0,1,1,7,2,0
9,5,1,2,1,8,1,3,16,4.56,0.0,6.89,9.42,7.22,7.19,7.9,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,5,5,5,0,1,6,7,2,0
9,5,1,2,1,10,1,3,16,4.57,5.04,6.84,9.33,7.03,6.96,7.69,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,0,3,6,7,3,0
9,5,1,2,0,7,1,3,16,4.56,6.11,7.12,9.42,7.61,0.0,7.61,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,5,5,5,0,3,6,7,2,0
10,5,1,2,1,9,1,3,16,4.55,5.72,7.27,9.41,7.61,0.0,7.61,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,5,5,5,5,0,1,6,7,3,0
10,5,1,2,1,10,1,3,16,4.58,6.04,7.2,9.51,7.46,6.34,7.74,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,5,5,5,5,0,4,6,7,2,0
10,5,2,2,1,8,2,3,16,4.66,6.16,7.74,9.52,7.89,0.0,7.89,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,5,5,5,0,4,6,7,3,0
9,5,0,3,1,12,1,3,16,4.68,6.05,0.0,9.54,7.46,6.99,7.95,5.26,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,5,5,5,5,0,4,1,7,2,0
9,5,0,2,0,7,1,3,16,4.56,5.71,0.0,9.36,7.46,0.0,7.46,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,0,1,1,7,2,0
8,5,1,2,0,7,2,3,16,4.87,5.48,7.33,9.73,7.49,0.0,7.49,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,5,5,4,0,4,6,7,3,0
8,5,1,2,1,10,1,3,16,4.09,3.04,7.12,10.06,7.32,6.92,7.83,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,5,5,5,0,3,6,7,3,0
8,5,0,2,0,7,1,3,16,4.48,5.53,0.0,9.32,7.45,0.0,7.45,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,5,5,4,0,3,1,7,2,0
9,5,1,2,0,8,1,3,16,4.48,5.65,6.92,9.25,7.46,0.0,7.46,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,5,5,5,0,2,6,7,2,0
8,5,1,2,0,7,1,3,16,4.34,5.57,6.99,9.17,7.45,0.0,7.45,5.14,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,5,5,5,0,3,6,7,3,0
9,5,1,2,0,6,1,3,16,4.36,4.81,6.95,9.29,7.33,0.0,7.33,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,5,5,5,0,3,6,7,3,0
9,5,1,2,0,7,1,3,16,4.63,5.66,7.04,9.51,7.5,0.0,7.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,5,5,5,5,0,1,6,7,3,0
9,5,1,2,1,10,1,3,16,4.32,5.38,7.07,9.09,7.29,6.64,7.71,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,5,5,5,0,1,6,7,3,0
8,5,1,2,0,7,1,3,16,4.68,3.76,6.95,9.34,7.52,0.0,7.52,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,4,5,5,4,0,2,6,7,3,0
8,5,1,2,0,7,1,3,16,4.45,5.69,7.03,9.27,7.4,0.0,7.4,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,1,2,0,8,1,2,16,4.51,6.04,7.14,9.46,7.47,0.0,7.47,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,5,7,3,0
7,5,0,2,0,7,0,2,16,4.38,5.59,0.0,9.16,7.32,0.0,7.32,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,4,4,5,4,0,1,1,7,2,0
10,5,0,2,0,8,1,3,16,4.64,6.83,4.04,9.51,7.78,0.0,7.78,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,4,6,7,3,0
9,5,2,2,0,10,1,3,16,4.71,6.59,7.59,9.63,7.81,0.0,7.81,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,5,5,5,0,1,6,7,3,3
8,5,0,3,1,10,1,3,16,4.57,5.23,0.0,9.49,7.01,7.17,7.78,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,4,5,4,0,1,1,7,3,0
8,5,0,2,0,6,1,3,16,4.26,5.95,0.0,9.18,7.38,0.0,7.38,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,4,4,4,0,1,1,7,2,0
6,5,0,2,0,6,1,2,16,3.87,5.48,6.73,8.84,7.21,0.0,7.21,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,3,5,7,2,0
6,5,1,2,0,5,1,2,16,3.56,4.91,6.8,8.59,7.18,0.0,7.18,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,3,5,7,2,0
6,5,1,2,0,5,1,2,16,3.56,4.91,6.78,8.54,7.18,0.0,7.18,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,3,6,7,2,0
7,5,1,2,0,6,1,2,16,4.39,5.18,6.78,9.24,7.21,0.0,7.21,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,1,2,0,6,1,2,16,3.56,5.12,6.81,8.52,7.18,0.0,7.18,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,1,6,7,2,0
10,5,1,2,1,8,1,3,16,4.62,6.59,7.67,9.6,7.82,0.0,7.82,0.0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,5,5,5,5,0,4,6,7,3,0
8,5,1,2,1,8,1,3,16,4.77,6.15,7.35,9.63,7.7,0.0,7.7,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,5,5,5,0,4,6,7,3,0
9,5,1,2,0,6,1,2,16,3.81,5.73,6.69,8.91,7.54,0.0,7.54,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,5,5,5,5,0,1,6,7,3,0
9,5,0,2,0,6,1,2,16,3.89,6.22,0.0,8.78,7.28,0.0,7.28,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,1,1,7,2,0
8,5,1,2,0,8,1,3,16,4.87,5.6,7.09,9.73,7.45,0.0,7.45,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,5,5,4,0,4,6,7,2,0
8,5,1,2,0,6,1,2,16,3.89,5.18,6.76,8.74,7.19,0.0,7.19,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,4,5,4,0,1,6,7,3,0
7,5,0,2,0,6,1,2,16,3.89,5.1,0.0,8.16,7.25,0.0,7.25,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,1,1,7,2,0
7,5,0,2,0,6,0,2,16,3.61,4.67,6.34,7.73,6.64,6.76,7.39,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,5,4,0,1,6,7,2,0
7,5,0,2,1,8,1,2,16,4.16,0.0,0.0,9.3,6.59,6.59,7.28,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,1,7,3,0
6,5,0,2,1,7,1,2,16,4.06,0.0,0.0,9.1,6.61,6.61,7.31,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,3,1,7,3,0
6,5,0,2,1,8,1,2,16,5.01,0.0,0.0,9.44,6.61,6.61,7.3,0.0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,1,7,3,0
6,5,0,2,1,6,1,2,16,4.81,0.0,0.0,9.39,6.53,6.78,7.35,0.0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,4,5,4,0,3,1,7,3,0
7,5,0,2,0,7,1,3,16,3.99,4.88,0.0,8.21,7.35,0.0,7.35,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,1,7,3,0
7,5,0,2,0,7,1,3,16,3.95,4.88,6.9,8.2,7.36,0.0,7.36,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,5,7,2,0
7,5,0,2,0,7,1,2,16,3.78,2.83,2.83,8.07,7.35,0.0,7.35,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,3,6,7,3,0
7,5,0,2,0,7,1,2,16,3.78,2.83,2.83,8.07,7.32,0.0,7.32,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,3,0
7,5,0,2,0,5,1,2,16,3.78,2.83,2.83,8.07,7.11,0.0,7.11,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,3,6,7,3,0
7,5,0,2,0,5,1,2,16,3.78,2.48,2.83,8.07,7.04,0.0,7.04,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,1,6,7,3,0
7,5,1,2,1,6,1,2,16,4.28,0.0,6.05,8.96,6.58,6.58,7.27,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,3,0
6,5,0,2,1,8,1,2,16,4.16,0.0,0.0,9.0,6.92,7.14,7.73,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,4,5,4,0,1,1,7,2,0
7,5,0,2,1,6,1,2,16,4.09,0.0,0.0,9.15,6.61,6.45,7.23,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,4,5,4,0,2,1,7,3,0
7,5,0,2,1,7,1,2,16,4.14,5.3,0.0,8.99,6.77,6.64,7.4,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,4,0,1,1,7,3,0
8,5,1,2,1,7,1,2,16,4.16,0.0,5.87,8.96,6.66,6.46,7.26,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,4,4,5,4,0,1,6,7,3,0
7,5,0,2,1,7,1,2,16,4.13,0.0,0.0,9.22,6.74,6.62,7.37,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,2,1,7,3,3
7,5,1,2,1,8,1,2,16,4.16,0.0,6.48,9.1,6.69,6.53,7.31,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,3,0
7,5,1,2,1,7,1,2,16,4.16,0.0,6.2,9.01,6.55,6.47,7.2,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,4,0,1,6,7,3,0
7,5,1,2,0,6,1,2,16,3.56,5.12,6.81,8.53,7.18,0.0,7.18,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,5,4,0,1,6,7,2,0
7,5,0,2,1,8,1,2,16,4.16,0.0,5.71,9.08,6.89,7.15,7.72,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,4,5,4,0,1,6,7,3,0
8,5,1,2,1,8,1,3,16,4.61,0.0,6.48,9.46,6.78,7.03,7.6,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,5,5,4,0,1,6,7,3,0
6,5,1,2,1,7,1,2,16,4.61,3.71,6.55,9.41,6.93,6.94,7.63,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,4,0,1,6,7,2,0
7,5,0,2,1,7,0,2,16,4.13,0.0,5.49,9.18,6.61,6.45,7.23,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,4,5,4,0,2,6,7,3,0
6,5,0,2,1,7,1,2,16,4.11,2.83,0.0,9.0,6.92,6.68,7.5,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,1,1,7,3,0
6,5,1,2,1,7,1,2,16,3.76,0.0,6.53,9.04,6.71,6.55,7.32,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,5,3,0,1,6,7,3,0
7,5,0,2,1,7,1,2,16,4.14,0.0,0.0,8.96,6.65,6.49,7.27,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,4,5,3,0,1,1,7,2,0
7,5,1,2,1,8,1,3,16,3.93,5.35,6.82,9.67,7.11,6.99,7.75,0.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,4,0,1,5,7,3,0
6,5,0,2,1,7,1,2,16,3.93,0.0,0.0,10.11,6.79,6.66,7.42,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,4,5,3,0,1,1,7,3,0
7,5,1,2,1,8,1,2,16,4.17,5.7,6.65,9.08,6.93,6.95,7.63,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,4,0,1,5,7,2,4
7,6,0,2,1,7,1,2,16,4.17,0.0,0.0,8.97,6.65,6.49,7.27,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,3,5,3,0,1,1,7,3,0
8,5,1,2,1,8,1,3,16,4.42,6.51,7.06,9.15,7.15,7.0,7.77,5.2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,0,2,6,7,2,0
